安庆长虹化工有限公司,安庆长虹化工有限公司,117.005873,30.538035
安庆市精益精化工有限公司,安庆市精益精化工有限公司,117.015584,30.531969
安徽时联特种溶剂股份有限公司,安徽时联特种溶剂股份有限公司,117.025613,30.530546
