南通励城生物工程有限公司,活性炭面罩,15个,漆包车间,防毒气
南通励城生物工程有限公司,防高温手套,100副,质检科,救火
南通励城生物工程有限公司,防火黄沙,12吨,漆包车间,防火救援
南通海珥玛植物油脂有限公司,干粉灭火器,100个,各车间科室，救火专用
